Sequence,Trial,Frame,Value
231005_S59_obj_01_grasp_22,trial_0,mas_1,0.2
231005_S59_obj_01_grasp_22,trial_0,mas_2,0.2
231005_S59_obj_01_grasp_22,trial_0,mas_3,0.17
231005_S59_obj_01_grasp_22,trial_0,mas_5,0.19
231005_S59_obj_01_grasp_22,trial_0,mas_6,0.19
231005_S59_obj_01_grasp_22,trial_0,mas_7,0.21
231005_S59_obj_01_grasp_22,trial_0,mas_8,0.24
231005_S59_obj_01_grasp_22,trial_0,mas_10,0.25
231005_S59_obj_01_grasp_22,trial_0,mas_11,0.26
231005_S59_obj_01_grasp_22,trial_0,mas_17,0.22
231005_S59_obj_01_grasp_22,trial_0,mas_19,0.24
231005_S59_obj_01_grasp_22,trial_0,mas_20,0.31
231005_S59_obj_01_grasp_22,trial_0,mas_21,0.32
231005_S59_obj_01_grasp_22,trial_0,mas_22,0.29
231005_S59_obj_01_grasp_22,trial_0,mas_23,0.35
231005_S59_obj_01_grasp_22,trial_0,mas_24,0.29
231005_S59_obj_01_grasp_22,trial_0,mas_25,0.28
231005_S59_obj_01_grasp_22,trial_0,mas_26,0.27
231005_S59_obj_01_grasp_22,trial_0,mas_27,0.28
231005_S59_obj_01_grasp_22,trial_0,mas_28,0.33
231005_S59_obj_01_grasp_22,trial_0,mas_29,0.31
231005_S59_obj_01_grasp_22,trial_0,mas_30,0.29
231005_S59_obj_01_grasp_22,trial_0,mas_31,0.26
231005_S59_obj_01_grasp_22,trial_0,mas_32,0.25
231005_S59_obj_01_grasp_22,trial_0,mas_41,0.27
231005_S59_obj_01_grasp_22,trial_0,mas_44,0.26
231005_S59_obj_01_grasp_22,trial_0,mas_52,0.26
231005_S59_obj_01_grasp_22,trial_0,mas_54,0.26
231005_S59_obj_01_grasp_22,trial_0,mas_56,0.31
231005_S59_obj_01_grasp_22,trial_0,mas_57,0.3
231005_S59_obj_01_grasp_22,trial_0,mas_58,0.32
231005_S59_obj_01_grasp_22,trial_0,mas_61,0.33
231005_S59_obj_01_grasp_22,trial_0,mas_63,0.21
231005_S59_obj_01_grasp_22,trial_0,mas_64,0.22
231005_S59_obj_01_grasp_22,trial_0,mas_65,0.23
231005_S59_obj_01_grasp_22,trial_0,mas_66,0.22
231005_S59_obj_01_grasp_22,trial_0,mas_70,0.2
231005_S59_obj_01_grasp_22,trial_0,mas_73,0.25
231005_S59_obj_01_grasp_22,trial_0,mas_88,0.22
231005_S59_obj_01_grasp_22,trial_0,mas_89,0.22
231005_S59_obj_01_grasp_22,trial_0,mas_90,0.2
231005_S59_obj_01_grasp_22,trial_0,mas_91,0.23
231005_S59_obj_01_grasp_22,trial_0,mas_92,0.25
231005_S59_obj_01_grasp_22,trial_0,mas_93,0.3
231005_S59_obj_01_grasp_22,trial_0,mas_94,0.24
231005_S59_obj_01_grasp_22,trial_0,mas_95,0.25
231005_S59_obj_01_grasp_22,trial_0,mas_96,0.22
231005_S59_obj_01_grasp_22,trial_0,mas_97,0.22
231005_S59_obj_01_grasp_22,trial_0,sub1_70,0.24
231005_S59_obj_01_grasp_22,trial_0,sub1_71,0.28
231005_S59_obj_01_grasp_22,trial_0,sub2_41,0.37
231005_S59_obj_01_grasp_22,trial_0,sub2_70,0.29
231005_S59_obj_01_grasp_22,trial_0,sub3_5,0.3
231005_S59_obj_01_grasp_22,trial_0,sub3_6,0.27
231005_S59_obj_01_grasp_22,trial_0,sub3_7,0.27
231005_S59_obj_01_grasp_22,trial_0,sub3_8,0.28
231005_S59_obj_01_grasp_22,trial_0,sub3_10,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_11,0.36
231005_S59_obj_01_grasp_22,trial_0,sub3_12,0.36
231005_S59_obj_01_grasp_22,trial_0,sub3_13,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_15,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_17,0.38
231005_S59_obj_01_grasp_22,trial_0,sub3_19,0.38
231005_S59_obj_01_grasp_22,trial_0,sub3_20,0.38
231005_S59_obj_01_grasp_22,trial_0,sub3_21,0.36
231005_S59_obj_01_grasp_22,trial_0,sub3_22,0.31
231005_S59_obj_01_grasp_22,trial_0,sub3_23,0.3
231005_S59_obj_01_grasp_22,trial_0,sub3_24,0.32
231005_S59_obj_01_grasp_22,trial_0,sub3_25,0.34
231005_S59_obj_01_grasp_22,trial_0,sub3_26,0.33
231005_S59_obj_01_grasp_22,trial_0,sub3_27,0.32
231005_S59_obj_01_grasp_22,trial_0,sub3_28,0.33
231005_S59_obj_01_grasp_22,trial_0,sub3_29,0.32
231005_S59_obj_01_grasp_22,trial_0,sub3_30,0.32
231005_S59_obj_01_grasp_22,trial_0,sub3_31,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_32,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_41,0.39
231005_S59_obj_01_grasp_22,trial_0,sub3_44,0.39
231005_S59_obj_01_grasp_22,trial_0,sub3_52,0.38
231005_S59_obj_01_grasp_22,trial_0,sub3_54,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_56,0.34
231005_S59_obj_01_grasp_22,trial_0,sub3_57,0.39
231005_S59_obj_01_grasp_22,trial_0,sub3_58,0.36
231005_S59_obj_01_grasp_22,trial_0,sub3_61,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_63,0.38
231005_S59_obj_01_grasp_22,trial_0,sub3_64,0.34
231005_S59_obj_01_grasp_22,trial_0,sub3_65,0.32
231005_S59_obj_01_grasp_22,trial_0,sub3_66,0.26
231005_S59_obj_01_grasp_22,trial_0,sub3_70,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_73,0.32
231005_S59_obj_01_grasp_22,trial_0,sub3_76,0.36
231005_S59_obj_01_grasp_22,trial_0,sub3_89,0.29
231005_S59_obj_01_grasp_22,trial_0,sub3_90,0.34
231005_S59_obj_01_grasp_22,trial_0,sub3_91,0.35
231005_S59_obj_01_grasp_22,trial_0,sub3_92,0.36
231005_S59_obj_01_grasp_22,trial_0,sub3_93,0.39
231005_S59_obj_01_grasp_22,trial_0,sub3_94,0.37
231005_S59_obj_01_grasp_22,trial_0,sub3_95,0.32
231005_S59_obj_01_grasp_22,trial_0,sub3_96,0.29
231005_S59_obj_01_grasp_22,trial_0,sub3_97,0.3
231005_S59_obj_01_grasp_22,trial_1,mas_1,0.16
231005_S59_obj_01_grasp_22,trial_1,mas_2,0.17
231005_S59_obj_01_grasp_22,trial_1,mas_3,0.16
231005_S59_obj_01_grasp_22,trial_1,mas_4,0.17
231005_S59_obj_01_grasp_22,trial_1,mas_5,0.22
231005_S59_obj_01_grasp_22,trial_1,mas_6,0.23
231005_S59_obj_01_grasp_22,trial_1,mas_7,0.25
231005_S59_obj_01_grasp_22,trial_1,mas_8,0.25
231005_S59_obj_01_grasp_22,trial_1,mas_9,0.22
231005_S59_obj_01_grasp_22,trial_1,mas_10,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_11,0.2
231005_S59_obj_01_grasp_22,trial_1,mas_14,0.18
231005_S59_obj_01_grasp_22,trial_1,mas_16,0.13
231005_S59_obj_01_grasp_22,trial_1,mas_17,0.15
231005_S59_obj_01_grasp_22,trial_1,mas_18,0.14
231005_S59_obj_01_grasp_22,trial_1,mas_19,0.15
231005_S59_obj_01_grasp_22,trial_1,mas_27,0.24
231005_S59_obj_01_grasp_22,trial_1,mas_32,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_36,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_49,0.25
231005_S59_obj_01_grasp_22,trial_1,mas_50,0.27
231005_S59_obj_01_grasp_22,trial_1,mas_52,0.25
231005_S59_obj_01_grasp_22,trial_1,mas_53,0.23
231005_S59_obj_01_grasp_22,trial_1,mas_55,0.24
231005_S59_obj_01_grasp_22,trial_1,mas_57,0.22
231005_S59_obj_01_grasp_22,trial_1,mas_60,0.31
231005_S59_obj_01_grasp_22,trial_1,mas_61,0.3
231005_S59_obj_01_grasp_22,trial_1,mas_67,0.34
231005_S59_obj_01_grasp_22,trial_1,mas_71,0.2
231005_S59_obj_01_grasp_22,trial_1,mas_72,0.2
231005_S59_obj_01_grasp_22,trial_1,mas_78,0.27
231005_S59_obj_01_grasp_22,trial_1,mas_80,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_81,0.32
231005_S59_obj_01_grasp_22,trial_1,mas_82,0.32
231005_S59_obj_01_grasp_22,trial_1,mas_83,0.29
231005_S59_obj_01_grasp_22,trial_1,mas_84,0.33
231005_S59_obj_01_grasp_22,trial_1,mas_85,0.29
231005_S59_obj_01_grasp_22,trial_1,mas_86,0.28
231005_S59_obj_01_grasp_22,trial_1,mas_87,0.29
231005_S59_obj_01_grasp_22,trial_1,mas_88,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_89,0.23
231005_S59_obj_01_grasp_22,trial_1,mas_90,0.25
231005_S59_obj_01_grasp_22,trial_1,mas_91,0.21
231005_S59_obj_01_grasp_22,trial_1,mas_92,0.23
231005_S59_obj_01_grasp_22,trial_1,mas_93,0.24
231005_S59_obj_01_grasp_22,trial_1,mas_103,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_104,0.22
231005_S59_obj_01_grasp_22,trial_1,mas_105,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_107,0.26
231005_S59_obj_01_grasp_22,trial_1,mas_109,0.24
231005_S59_obj_01_grasp_22,trial_1,mas_110,0.19
231005_S59_obj_01_grasp_22,trial_1,mas_111,0.21
231005_S59_obj_01_grasp_22,trial_1,mas_112,0.2
231005_S59_obj_01_grasp_22,trial_1,mas_115,0.25
231005_S59_obj_01_grasp_22,trial_1,sub1_14,0.27
231005_S59_obj_01_grasp_22,trial_1,sub1_16,0.28
231005_S59_obj_01_grasp_22,trial_1,sub1_17,0.27
231005_S59_obj_01_grasp_22,trial_1,sub1_18,0.27
231005_S59_obj_01_grasp_22,trial_1,sub1_19,0.28
231005_S59_obj_01_grasp_22,trial_1,sub1_30,0.24
231005_S59_obj_01_grasp_22,trial_1,sub1_32,0.27
231005_S59_obj_01_grasp_22,trial_1,sub1_33,0.29
231005_S59_obj_01_grasp_22,trial_1,sub1_36,0.28
231005_S59_obj_01_grasp_22,trial_1,sub1_60,0.26
231005_S59_obj_01_grasp_22,trial_1,sub1_61,0.26
231005_S59_obj_01_grasp_22,trial_1,sub1_63,0.38
231005_S59_obj_01_grasp_22,trial_1,sub1_67,0.27
231005_S59_obj_01_grasp_22,trial_1,sub1_68,0.26
231005_S59_obj_01_grasp_22,trial_1,sub1_69,0.3
231005_S59_obj_01_grasp_22,trial_1,sub1_71,0.32
231005_S59_obj_01_grasp_22,trial_1,sub1_72,0.32
231005_S59_obj_01_grasp_22,trial_1,sub1_73,0.31
231005_S59_obj_01_grasp_22,trial_1,sub1_115,0.32
231005_S59_obj_01_grasp_22,trial_1,sub2_14,0.33
231005_S59_obj_01_grasp_22,trial_1,sub2_15,0.33
231005_S59_obj_01_grasp_22,trial_1,sub2_16,0.34
231005_S59_obj_01_grasp_22,trial_1,sub2_17,0.34
231005_S59_obj_01_grasp_22,trial_1,sub2_18,0.38
231005_S59_obj_01_grasp_22,trial_1,sub2_19,0.39
231005_S59_obj_01_grasp_22,trial_1,sub2_27,0.37
231005_S59_obj_01_grasp_22,trial_1,sub2_30,0.39
231005_S59_obj_01_grasp_22,trial_1,sub2_32,0.32
231005_S59_obj_01_grasp_22,trial_1,sub2_33,0.38
231005_S59_obj_01_grasp_22,trial_1,sub2_36,0.36
231005_S59_obj_01_grasp_22,trial_1,sub2_60,0.38
231005_S59_obj_01_grasp_22,trial_1,sub2_61,0.36
231005_S59_obj_01_grasp_22,trial_1,sub2_67,0.28
231005_S59_obj_01_grasp_22,trial_1,sub2_68,0.18
231005_S59_obj_01_grasp_22,trial_1,sub2_69,0.33
231005_S59_obj_01_grasp_22,trial_1,sub2_71,0.37
231005_S59_obj_01_grasp_22,trial_1,sub2_72,0.3
231005_S59_obj_01_grasp_22,trial_1,sub2_73,0.27
231005_S59_obj_01_grasp_22,trial_1,sub2_115,0.35
231005_S59_obj_01_grasp_22,trial_1,sub3_3,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_4,0.29
231005_S59_obj_01_grasp_22,trial_1,sub3_5,0.27
231005_S59_obj_01_grasp_22,trial_1,sub3_6,0.3
231005_S59_obj_01_grasp_22,trial_1,sub3_7,0.37
231005_S59_obj_01_grasp_22,trial_1,sub3_8,0.39
231005_S59_obj_01_grasp_22,trial_1,sub3_9,0.36
231005_S59_obj_01_grasp_22,trial_1,sub3_10,0.36
231005_S59_obj_01_grasp_22,trial_1,sub3_11,0.37
231005_S59_obj_01_grasp_22,trial_1,sub3_12,0.36
231005_S59_obj_01_grasp_22,trial_1,sub3_17,0.27
231005_S59_obj_01_grasp_22,trial_1,sub3_18,0.3
231005_S59_obj_01_grasp_22,trial_1,sub3_19,0.31
231005_S59_obj_01_grasp_22,trial_1,sub3_32,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_36,0.28
231005_S59_obj_01_grasp_22,trial_1,sub3_60,0.35
231005_S59_obj_01_grasp_22,trial_1,sub3_61,0.37
231005_S59_obj_01_grasp_22,trial_1,sub3_66,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_67,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_68,0.32
231005_S59_obj_01_grasp_22,trial_1,sub3_69,0.24
231005_S59_obj_01_grasp_22,trial_1,sub3_70,0.24
231005_S59_obj_01_grasp_22,trial_1,sub3_71,0.32
231005_S59_obj_01_grasp_22,trial_1,sub3_72,0.32
231005_S59_obj_01_grasp_22,trial_1,sub3_75,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_77,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_78,0.32
231005_S59_obj_01_grasp_22,trial_1,sub3_79,0.32
231005_S59_obj_01_grasp_22,trial_1,sub3_80,0.35
231005_S59_obj_01_grasp_22,trial_1,sub3_81,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_82,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_83,0.35
231005_S59_obj_01_grasp_22,trial_1,sub3_84,0.34
231005_S59_obj_01_grasp_22,trial_1,sub3_86,0.32
231005_S59_obj_01_grasp_22,trial_1,sub3_87,0.36
231005_S59_obj_01_grasp_22,trial_1,sub3_88,0.32
231005_S59_obj_01_grasp_22,trial_1,sub3_89,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_90,0.33
231005_S59_obj_01_grasp_22,trial_1,sub3_92,0.37
231005_S59_obj_01_grasp_22,trial_1,sub3_93,0.36
231005_S59_obj_01_grasp_22,trial_1,sub3_103,0.3
231005_S59_obj_01_grasp_22,trial_1,sub3_105,0.29
231005_S59_obj_01_grasp_22,trial_1,sub3_107,0.38
231005_S59_obj_01_grasp_22,trial_1,sub3_109,0.37
231005_S59_obj_01_grasp_22,trial_1,sub3_110,0.35
231005_S59_obj_01_grasp_22,trial_1,sub3_111,0.29
231005_S59_obj_01_grasp_22,trial_1,sub3_112,0.31
231005_S59_obj_01_grasp_22,trial_1,sub3_115,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_0,0.24
231005_S59_obj_02_grasp_12,trial_0,mas_1,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_2,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_3,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_4,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_5,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_6,0.25
231005_S59_obj_02_grasp_12,trial_0,mas_7,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_8,0.34
231005_S59_obj_02_grasp_12,trial_0,mas_9,0.36
231005_S59_obj_02_grasp_12,trial_0,mas_10,0.36
231005_S59_obj_02_grasp_12,trial_0,mas_11,0.37
231005_S59_obj_02_grasp_12,trial_0,mas_12,0.37
231005_S59_obj_02_grasp_12,trial_0,mas_14,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_15,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_17,0.33
231005_S59_obj_02_grasp_12,trial_0,mas_18,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_19,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_20,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_21,0.33
231005_S59_obj_02_grasp_12,trial_0,mas_27,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_31,0.34
231005_S59_obj_02_grasp_12,trial_0,mas_32,0.35
231005_S59_obj_02_grasp_12,trial_0,mas_33,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_34,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_37,0.34
231005_S59_obj_02_grasp_12,trial_0,mas_38,0.34
231005_S59_obj_02_grasp_12,trial_0,mas_39,0.33
231005_S59_obj_02_grasp_12,trial_0,mas_40,0.33
231005_S59_obj_02_grasp_12,trial_0,mas_41,0.33
231005_S59_obj_02_grasp_12,trial_0,mas_42,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_43,0.31
231005_S59_obj_02_grasp_12,trial_0,mas_44,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_46,0.31
231005_S59_obj_02_grasp_12,trial_0,mas_47,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_48,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_49,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_50,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_51,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_52,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_53,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_54,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_55,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_56,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_57,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_58,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_59,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_60,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_61,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_62,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_63,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_64,0.26
231005_S59_obj_02_grasp_12,trial_0,mas_65,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_66,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_67,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_69,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_70,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_71,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_72,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_73,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_75,0.31
231005_S59_obj_02_grasp_12,trial_0,mas_76,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_82,0.36
231005_S59_obj_02_grasp_12,trial_0,mas_84,0.35
231005_S59_obj_02_grasp_12,trial_0,mas_85,0.35
231005_S59_obj_02_grasp_12,trial_0,mas_87,0.31
231005_S59_obj_02_grasp_12,trial_0,mas_88,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_89,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_90,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_91,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_92,0.26
231005_S59_obj_02_grasp_12,trial_0,mas_93,0.25
231005_S59_obj_02_grasp_12,trial_0,mas_97,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_99,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_100,0.27
231005_S59_obj_02_grasp_12,trial_0,mas_101,0.28
231005_S59_obj_02_grasp_12,trial_0,mas_102,0.3
231005_S59_obj_02_grasp_12,trial_0,mas_103,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_104,0.29
231005_S59_obj_02_grasp_12,trial_0,mas_105,0.32
231005_S59_obj_02_grasp_12,trial_0,mas_106,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_0,0.25
231005_S59_obj_02_grasp_12,trial_0,sub1_1,0.24
231005_S59_obj_02_grasp_12,trial_0,sub1_2,0.24
231005_S59_obj_02_grasp_12,trial_0,sub1_3,0.24
231005_S59_obj_02_grasp_12,trial_0,sub1_4,0.25
231005_S59_obj_02_grasp_12,trial_0,sub1_5,0.24
231005_S59_obj_02_grasp_12,trial_0,sub1_6,0.24
231005_S59_obj_02_grasp_12,trial_0,sub1_8,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_10,0.3
231005_S59_obj_02_grasp_12,trial_0,sub1_13,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_14,0.26
231005_S59_obj_02_grasp_12,trial_0,sub1_15,0.26
231005_S59_obj_02_grasp_12,trial_0,sub1_16,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_17,0.26
231005_S59_obj_02_grasp_12,trial_0,sub1_18,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_19,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_20,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_21,0.25
231005_S59_obj_02_grasp_12,trial_0,sub1_22,0.25
231005_S59_obj_02_grasp_12,trial_0,sub1_23,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_24,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_26,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_27,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_29,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_31,0.26
231005_S59_obj_02_grasp_12,trial_0,sub1_33,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_34,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_35,0.26
231005_S59_obj_02_grasp_12,trial_0,sub1_36,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_39,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_42,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_45,0.24
231005_S59_obj_02_grasp_12,trial_0,sub1_46,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_47,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_48,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_49,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_50,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_51,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_52,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_53,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_54,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_55,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_56,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_57,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_58,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_59,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_60,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_61,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_62,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_63,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_64,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_65,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_66,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_67,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_69,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_70,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_71,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_72,0.26
231005_S59_obj_02_grasp_12,trial_0,sub1_73,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_74,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_75,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_76,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_84,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_85,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_86,0.3
231005_S59_obj_02_grasp_12,trial_0,sub1_87,0.3
231005_S59_obj_02_grasp_12,trial_0,sub1_88,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_89,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_90,0.29
231005_S59_obj_02_grasp_12,trial_0,sub1_91,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_92,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_93,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_94,0.26
231005_S59_obj_02_grasp_12,trial_0,sub1_95,0.27
231005_S59_obj_02_grasp_12,trial_0,sub1_99,0.32
231005_S59_obj_02_grasp_12,trial_0,sub1_100,0.28
231005_S59_obj_02_grasp_12,trial_0,sub1_101,0.31
231005_S59_obj_02_grasp_12,trial_0,sub1_102,0.33
231005_S59_obj_02_grasp_12,trial_0,sub1_103,0.32
231005_S59_obj_02_grasp_12,trial_0,sub1_104,0.32
231005_S59_obj_02_grasp_12,trial_0,sub1_105,0.33
231005_S59_obj_02_grasp_12,trial_0,sub1_106,0.36
231005_S59_obj_02_grasp_12,trial_0,sub2_0,0.26
231005_S59_obj_02_grasp_12,trial_0,sub2_1,0.38
231005_S59_obj_02_grasp_12,trial_0,sub2_2,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_3,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_4,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_5,0.3
231005_S59_obj_02_grasp_12,trial_0,sub2_10,0.39
231005_S59_obj_02_grasp_12,trial_0,sub2_13,0.37
231005_S59_obj_02_grasp_12,trial_0,sub2_14,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_15,0.31
231005_S59_obj_02_grasp_12,trial_0,sub2_17,0.32
231005_S59_obj_02_grasp_12,trial_0,sub2_18,0.35
231005_S59_obj_02_grasp_12,trial_0,sub2_21,0.37
231005_S59_obj_02_grasp_12,trial_0,sub2_27,0.32
231005_S59_obj_02_grasp_12,trial_0,sub2_28,0.3
231005_S59_obj_02_grasp_12,trial_0,sub2_31,0.33
231005_S59_obj_02_grasp_12,trial_0,sub2_33,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_39,0.32
231005_S59_obj_02_grasp_12,trial_0,sub2_42,0.33
231005_S59_obj_02_grasp_12,trial_0,sub2_44,0.33
231005_S59_obj_02_grasp_12,trial_0,sub2_45,0.33
231005_S59_obj_02_grasp_12,trial_0,sub2_46,0.36
231005_S59_obj_02_grasp_12,trial_0,sub2_47,0.37
231005_S59_obj_02_grasp_12,trial_0,sub2_48,0.37
231005_S59_obj_02_grasp_12,trial_0,sub2_49,0.38
231005_S59_obj_02_grasp_12,trial_0,sub2_51,0.36
231005_S59_obj_02_grasp_12,trial_0,sub2_52,0.37
231005_S59_obj_02_grasp_12,trial_0,sub2_53,0.37
231005_S59_obj_02_grasp_12,trial_0,sub2_54,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_55,0.36
231005_S59_obj_02_grasp_12,trial_0,sub2_56,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_57,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_58,0.39
231005_S59_obj_02_grasp_12,trial_0,sub2_59,0.36
231005_S59_obj_02_grasp_12,trial_0,sub2_61,0.37
231005_S59_obj_02_grasp_12,trial_0,sub2_62,0.34
231005_S59_obj_02_grasp_12,trial_0,sub2_63,0.35
231005_S59_obj_02_grasp_12,trial_0,sub2_64,0.38
